0.86,242606375817558,Linux,armv7l,"up 1 hour, 23 minutes",2022-02-03 20:28:00,53.069,8.0,4,0,800.0,600.0,1800.0,8.0,12.25,14.249999999999998,8.282423296,260.964352,84.01553650802443,16.0,6.3,1008720,30130689,7681,28490
0.86,242606375817558,Linux,armv7l,"up 1 hour, 24 minutes",2022-02-03 20:28:00,52.095,7.7,4,0,800.0,600.0,1800.0,13.750000000000002,13.0,14.499999999999998,8.282423296,261.005312,83.93779462295186,16.1,6.3,1010816,30135535,7694,28540
0.86,242606375817558,Linux,armv7l,"up 1 hour, 25 minutes",2022-02-03 20:28:00,51.608,8.1,4,0,900.0,600.0,1800.0,12.0,12.5,14.249999999999998,8.282423296,261.046272,83.99738684401575,16.0,6.3,1011479,30146894,7702,28608
0.86,242606375817558,Linux,armv7l,"up 1 hour, 26 minutes",2022-02-03 20:28:00,51.121,8.0,4,0,800.0,600.0,1800.0,11.75,12.5,14.000000000000002,8.282423296,261.087232,84.0234491680827,16.0,6.3,1013575,30150838,7715,28651
0.86,242606375817558,Linux,armv7l,"up 1 hour, 27 minutes",2022-02-03 20:28:00,51.121,7.2,4,0,800.0,600.0,1800.0,10.5,12.0,13.750000000000002,8.282423296,257.982464,83.97805028099835,16.0,6.3,1014205,30159901,7725,28714
0.86,242606375817558,Linux,armv7l,"up 1 hour, 28 minutes",2022-02-03 20:28:00,51.121,6.9,4,0,800.0,600.0,1800.0,5.0,10.25,13.0,8.282423296,258.015232,83.93537137080901,16.1,6.3,1016433,30163865,7740,28756
0.86,242606375817558,Linux,armv7l,"up 1 hour, 29 minutes",2022-02-03 20:28:00,50.147,7.2,4,0,875.0,600.0,1800.0,11.25,10.75,13.0,8.282423296,258.080768,84.01860266379701,16.0,6.3,1016661,30192100,7743,28882
0.86,242606375817558,Linux,armv7l,"up 1 hour, 30 minutes",2022-02-03 20:28:00,51.121,7.2,4,0,800.0,600.0,1800.0,9.25,10.25,12.75,8.282423296,258.117632,83.91994168369537,16.1,6.3,1019018,30204256,7758,28958
0.86,242606375817558,Linux,armv7l,"up 1 hour, 31 minutes",2022-02-03 20:28:00,51.121,7.0,4,0,900.0,600.0,1800.0,10.25,10.25,12.5,8.282423296,258.154496,83.99664503213529,16.0,6.3,1019288,30208098,7762,28998
0.86,242606375817558,Linux,armv7l,"up 1 hour, 32 minutes",2022-02-03 20:28:00,56.478,45.9,4,0,1800.0,600.0,1800.0,17.25,12.25,13.0,8.282423296,258.269184,83.4559136254028,16.5,6.3,1021648,30210702,7778,29038
0.86,242606375817558,Linux,armv7l,"up 1 hour, 33 minutes",2022-02-03 20:28:00,53.556,13.2,4,0,800.0,600.0,1800.0,15.0,12.75,13.25,8.282423296,258.547712,83.90475926720855,16.1,6.3,1035594,30325515,7882,29216
0.926,242606375817558,Linux,armv7l,"up 1 hour, 34 minutes",2022-02-03 20:28:00,54.043,29.4,4,0,1800.0,600.0,1800.0,17.0,13.5,13.5,8.282423296,258.596864,83.8063950118591,16.2,6.3,1035918,30334833,7887,29265
0.86,242606375817558,Linux,armv7l,"up 1 hour, 44 minutes",2022-02-03 20:28:00,49.173,2.0,4,0,700.0,600.0,1800.0,3.0,4.0,7.75,8.282423296,259.006464,83.88280163554684,16.1,6.3,1051352,30413449,7995,29851
0.86,242606375817558,Linux,armv7l,"up 1 hour, 54 minutes",2022-02-03 20:28:00,48.199,1.9,4,0,700.0,600.0,1800.0,2.0,2.75,5.0,8.282423296,259.080192,83.86865775569267,16.1,6.3,1064335,30461417,8091,30344
0.86,242606375817558,Linux,armv7l,"up 2 hours, 4 minutes",2022-02-03 20:28:00,46.251,1.8,4,0,800.0,600.0,1800.0,3.75,2.5,3.25,8.282423296,265.408512,83.84877719729624,16.2,6.3,1077059,30601824,8183,31288
0.86,242606375817558,Linux,armv7l,"up 2 hours, 14 minutes",2022-02-03 20:28:00,46.738,1.9,4,0,800.0,600.0,1800.0,4.0,2.75,2.25,8.282423296,265.801728,83.85881638474518,16.1,6.3,1093567,30779700,8300,32233
0.86,242606375817558,Linux,armv7l,"up 2 hours, 24 minutes",2022-02-03 20:28:00,47.225,1.9,4,0,600.0,600.0,1800.0,5.5,2.75,2.5,8.282423296,266.153984,83.86944902169849,16.1,6.3,1111239,30981218,8415,33239
0.86,242606375817558,Linux,armv7l,"up 2 hours, 34 minutes",2022-02-03 20:28:00,47.225,1.9,4,0,600.0,600.0,1800.0,1.25,2.25,2.25,8.282423296,266.514432,83.87093264545942,16.1,6.3,1124821,31145427,8517,34281
0.86,242606375817558,Linux,armv7l,"up 2 hours, 44 minutes",2022-02-03 20:28:00,46.738,1.8,4,0,700.0,600.0,1800.0,2.5,2.0,2.0,8.282423296,266.870784,83.86583887054691,16.1,6.3,1140510,31341130,8627,35664
0.86,242606375817558,Linux,armv7l,"up 2 hours, 54 minutes",2022-02-03 20:28:00,47.712,1.8,4,0,700.0,600.0,1800.0,0.5,2.0,2.0,8.282423296,267.20256,83.85149717419128,16.1,6.3,1154318,31436808,8732,36308
0.86,242606375817558,Linux,armv7l,"up 3 hours, 4 minutes",2022-02-03 20:28:00,46.251,1.8,4,0,600.0,600.0,1800.0,0.5,2.0,2.0,8.282423296,267.546624,83.8495190091767,16.2,6.3,1166388,31513381,8820,36850
0.86,242606375817558,Linux,armv7l,"up 3 hours, 14 minutes",2022-02-03 20:28:00,47.712,1.9,4,0,900.0,600.0,1800.0,0.75,2.25,2.0,8.282423296,301.75232,83.84487032139246,16.2,6.3,1179774,31629224,8920,37546
0.86,242606375817558,Linux,armv7l,"up 3 hours, 24 minutes",2022-02-03 20:28:00,46.251,1.9,4,0,600.0,600.0,1800.0,2.75,3.25,2.25,8.282423296,302.14144,83.86158581576558,16.1,6.3,1195722,31764541,9033,38306
0.86,242606375817558,Linux,armv7l,"up 3 hours, 34 minutes",2022-02-03 20:28:00,46.251,1.9,4,0,600.0,600.0,1800.0,0.75,1.7500000000000002,2.0,8.282423296,304.623616,83.84986518805425,16.2,6.3,1209653,31946029,9138,39253
0.86,242606375817558,Linux,armv7l,"up 3 hours, 44 minutes",2022-02-03 20:28:00,46.251,1.8,4,0,600.0,600.0,1800.0,2.25,2.0,1.7500000000000002,8.282423296,304.984064,83.85100263293764,16.1,6.3,1222707,32047501,9235,39942
